q1,q2,q3,xe,ye,thetae
1.49,-0.76,1,4.67,18.56,99.12
0.78,-2.88,-1,-5.55,-1.41,-177.62
1.93,-1.68,-1,9.44,3.51,-42.97
1.94,-2.19,-1,6.46,-1.85,-71.62
2.21,-1.61,-1,8.05,6.84,-22.92
1.05,-0.69,-1,15.65,4.36,-36.67
2.73,-1.24,-1,0.33,13.07,28.07
0.61,-1.66,1,16.21,-2.41,-2.86
2.87,-1.77,-1,3.4,8.82,5.73
2.46,-2.17,-1,6.58,1.85,-40.68
2.35,-2.69,1,7.21,6.94,37.82
1.07,-0.11,-1,14.37,11.59,-2.29
0.59,-1.14,0,17.75,-3.42,-31.51
1.92,-0.74,0,2.94,19.52,67.61
2.25,-1.32,2,-7.06,12.53,167.88
0.37,-0.16,-1,18.3,-0.98,-45.26
2.66,-2.02,-1,5.96,4.96,-20.63
2.47,-0.96,0,-4.63,18.33,86.52
3.13,-3.12,-1,3.84,-5.7,-56.72
3.07,-2.05,1,-6.36,12.77,115.74
3.0,-0.92,1,-17.33,7.53,176.47
0.34,-2.19,1,9.29,-9.65,-48.7
0.08,-1.98,0,2.45,-12.69,-108.86
2.21,-3.1,-1,-1.97,-6.47,-108.29
0.43,-2.35,0,1.57,-10.24,-110.01
0.26,-0.68,0,19.55,-3.91,-24.06
2.29,-1.03,1,-6.92,17.33,129.49
2.82,-2.76,1,3.77,8.74,60.73
1.73,-0.48,1,-3.3,19.0,128.92
1.02,-2.78,-1,-4.15,-3.52,-158.14
1.17,-2.34,0,8.19,-6.45,-67.04
3.06,-2.41,-1,5.17,2.41,-20.05
2.3,-0.79,0,-3.81,19.19,86.52
3.02,-3.0,-1,3.95,-4.82,-56.15
1.94,-2.78,0,6.82,-3.9,-48.13
2.79,-0.47,-1,-9.6,14.32,75.63
0.25,-0.49,1,18.66,4.89,43.54
1.52,-0.95,-1,12.61,7.85,-24.64
2.25,-2.48,1,7.44,8.72,44.12
1.79,-2.18,-2,-0.16,-0.61,-136.94
2.81,-2.07,0,3.72,11.72,42.4
1.45,-3.08,-1,-5.67,-3.47,-150.69
0.54,-0.01,0,18.08,10.68,30.37
0.72,-2.22,1,11.9,-5.72,-28.65
0.19,-0.47,1,18.86,4.0,41.25
0.87,-2.82,0,-0.67,-7.66,-111.73
2.12,-0.88,-1,5.42,14.25,13.75
0.36,-0.98,-2,6.18,-5.09,-150.11
0.42,-1.76,-1,3.12,-8.99,-134.07
2.84,-0.12,0,-19.46,7.81,155.84
2.07,-2.82,1,8.55,3.11,14.32
0.17,-1.22,2,14.45,0.81,54.43
2.69,-2.29,-1,5.93,1.83,-34.38
2.95,-2.8,-1,4.67,-2.88,-48.7
2.13,-2.02,0,10.2,7.47,6.3
3.09,-1.38,1,-14.32,10.22,155.27
2.52,-2.11,-1,6.55,2.97,-33.8
2.33,-1.92,1,2.72,14.78,80.79
2.56,-0.72,1,-14.39,12.67,162.72
2.44,-2.76,0,7.94,0.11,-18.33
2.39,-0.69,1,-12.34,14.71,154.7
0.9,-0.72,0,18.13,7.99,10.31
1.28,-0.58,-1,14.05,9.15,-17.19
1.71,-2.87,-1,-2.07,-5.31,-123.76
0.08,-2.04,2,11.32,-5.64,2.29
1.65,-0.72,-1,10.61,12.1,-4.01
0.25,-0.33,-2,10.35,-4.94,-119.18
1.94,-2.53,0,9.11,-1.26,-33.8
2.88,-1.95,1,-5.04,13.97,110.58
0.99,-2.55,-1,-1.93,-4.99,-146.68
1.27,-0.58,-1,14.14,9.01,-17.76
1.86,-2.28,-1,5.45,-3.07,-81.36
2.91,-2.05,0,2.32,12.22,49.27
0.16,-1.98,0,3.46,-12.45,-104.28
0.59,-2.62,0,-0.39,-8.66,-116.31
2.2,-3.1,1,7.2,0.88,5.73
2.31,-1.98,1,3.58,14.24,76.2
2.89,-0.01,1,-18.72,-1.16,222.31
0.73,-1.13,0,18.11,-0.78,-22.92
0.6,-3.0,1,1.81,-7.67,-80.21
0.42,-0.09,-1,18.5,0.78,-38.39
1.54,-0.04,1,-4.9,18.17,143.24
0.4,-2.06,0,5.2,-11.22,-95.11
1.73,-1.03,0,9.6,15.93,40.11
0.79,-2.81,0,-1.15,-7.64,-115.74
1.81,-2.17,1,10.51,8.52,36.67
0.87,-2.89,-1,-5.47,-1.8,-173.03
2.85,-0.22,0,-18.91,8.87,150.69
2.38,-2.15,-1,6.77,1.55,-44.12
1.98,-1.62,0,10.32,11.35,20.63
0.59,-2.97,0,-4.32,-5.77,-136.36
2.85,-2.3,0,5.23,9.33,31.51
0.87,-2.84,1,5.75,-6.87,-55.58
1.46,-2.73,1,9.59,-1.6,-15.47
1.13,-2.06,0,11.36,-4.89,-53.29
0.78,-2.25,-1,0.2,-6.4,-141.52
1.59,-2.57,0,7.66,-4.63,-56.15
2.44,-0.5,-1,-3.74,16.7,53.86
3.01,-2.62,1,0.79,10.47,79.64
1.36,-2.68,-1,-1.57,-5.06,-132.93
2.64,-0.6,0,-12.47,15.85,116.88
1.77,-1.57,0,12.34,9.64,11.46
0.4,-2.84,1,2.01,-8.73,-82.51
0.99,-0.78,0,17.53,8.77,12.03
1.73,-1.52,0,12.58,9.83,12.03
1.65,-0.66,-1,10.29,12.76,-0.57
2.51,-1.52,1,-4.66,16.38,114.02
2.88,-1.25,0,-7.59,15.79,93.39
1.46,-0.37,0,7.25,19.37,62.45
0.23,-0.73,0,19.1,-5.12,-28.65
2.88,-0.63,1,-18.12,6.5,186.21
2.2,-2.41,0,9.57,2.74,-12.03
1.35,-0.65,-1,13.57,9.27,-17.19
2.8,-1.16,1,-13.22,12.69,151.26
0.82,-1.11,-1,13.42,-3.61,-73.91
0.7,-0.97,-1,14.17,-4.04,-72.77
2.47,-2.25,-1,6.33,0.96,-44.69
0.69,-1.83,0,11.25,-8.27,-65.32
1.65,-2.47,-1,2.5,-4.92,-104.28
2.08,-0.85,0,1.27,19.31,70.47
1.06,-0.68,-1,15.62,4.64,-35.52
0.48,-2.11,-1,-0.31,-7.18,-150.69
0.86,-0.47,-1,16.78,3.96,-34.95
2.26,-1.96,-1,7.59,2.96,-40.11
1.82,-2.05,-1,7.43,-1.41,-70.47
2.35,-1.88,-1,7.36,4.61,-30.37
1.56,-2.14,-2,0.01,-0.56,-147.82
2.15,-1.5,-1,8.32,7.69,-20.05
3.01,-1.89,-1,3.06,8.06,6.88
2.45,-1.16,-1,3.26,13.19,16.62
1.55,-0.3,1,-2.04,19.09,128.92
2.55,-2.57,0,8.19,3.62,-1.15
0.58,-2.71,0,-1.57,-8.03,-122.04
2.86,-0.16,0,-19.38,7.93,154.7
1.92,-2.26,1,9.73,8.53,37.82
2.4,-2.37,0,8.83,5.15,1.72
0.41,-2.23,1,9.47,-9.11,-46.98
2.82,-2.69,2,-3.41,9.05,122.04
1.95,-0.47,-1,4.25,16.71,27.5
0.79,-2.07,0,8.94,-8.44,-73.34
2.8,-2.32,1,0.25,12.55,84.8
2.37,-0.09,-1,-7.57,16.9,73.34
2.61,-2.91,-1,2.53,-5.27,-74.48
2.11,-0.06,1,-13.79,12.86,174.75
2.98,-0.85,0,-14.34,12.99,122.04
1.11,-2.89,1,6.64,-5.5,-44.69
1.07,-0.62,0,15.97,12.23,25.78
0.15,-2.23,-1,-3.48,-5.5,-176.47
0.99,-0.25,0,14.18,15.29,42.4
2.12,-0.1,0,-9.73,18.58,115.74
1.11,-0.63,-1,15.4,6.02,-29.79
2.95,-1.62,0,-3.53,14.93,76.2
2.89,-2.52,-1,5.4,0.15,-36.1
0.57,-1.07,0,18.18,-2.93,-28.65
2.69,-1.71,0,1.5,14.68,56.15
0.39,-2.91,-1,-5.72,1.17,-201.68
0.77,-0.05,1,9.25,16.41,98.55
2.24,-1.91,0,8.9,10.03,18.91
0.84,-0.65,1,14.15,13.03,68.18
1.76,-2.02,0,12.21,3.28,-14.9
0.18,-1.05,1,18.34,-3.19,7.45
0.15,-0.95,1,18.66,-2.58,11.46
2.51,-2.09,-1,6.6,3.15,-33.23
1.02,-2.62,1,9.24,-4.98,-34.38
0.18,-1.75,0,6.9,-12.75,-89.95
0.38,-0.86,-1,13.34,-7.61,-84.8
1.9,-2.4,0,10.02,-0.09,-28.65
1.03,-1.16,-1,13.53,-1.24,-64.74
1.04,-0.55,-1,15.83,5.91,-29.22
1.48,-2.35,1,12.09,2.53,7.45
1.89,-2.12,-1,6.96,-1.55,-70.47
0.73,-0.96,1,17.06,7.95,44.12
2.62,-3.12,0,6.22,-3.22,-28.65
2.25,-2.06,0,9.35,8.09,10.89
2.59,-2.86,0,7.53,-0.07,-15.47
0.29,-2.83,0,-4.83,-5.92,-145.53
1.43,-1.89,1,13.26,7.42,30.94
0.98,-0.43,1,10.01,16.47,88.81
0.71,-0.61,-1,16.62,-0.22,-51.57
2.66,-2.67,1,4.64,9.02,56.72
1.85,-3.09,-1,-4.0,-5.38,-128.34
2.6,-3.03,-1,1.35,-6.24,-81.93
0.63,-1.76,1,15.58,-3.11,-7.45
1.05,-1.23,-1,13.04,-1.65,-67.61
1.35,-0.36,-1,12.37,12.61,-0.57
2.8,-0.48,-1,-9.63,14.25,75.63
2.45,-2.32,1,4.54,11.7,64.74
1.42,-1.13,-1,13.07,4.36,-40.68
2.48,-0.19,0,-14.75,14.83,131.21
1.3,-1.17,1,11.8,13.98,64.74
2.37,-0.96,0,-2.78,18.7,80.79
0.99,-2.26,0,7.99,-7.52,-72.77
1.94,-2.78,-1,0.28,-5.43,-105.42
1.85,-1.23,1,3.42,17.79,92.82
0.86,-1.46,1,16.79,4.08,22.92
0.21,-0.93,0,17.37,-7.77,-41.25
1.63,-1.3,0,12.83,11.52,18.91
0.76,-1.8,-1,5.45,-7.46,-116.88
2.55,-1.01,1,-11.37,14.86,145.53
0.56,-2.15,1,11.61,-7.17,-33.8
1.02,-0.39,1,8.91,17.08,93.39
1.16,-2.37,0,7.74,-6.68,-69.33
1.77,-0.49,1,-3.94,18.88,130.63
2.18,-1.64,1,2.21,16.34,88.24
2.51,-1.71,0,4.1,14.18,45.84
0.54,-1.21,1,18.11,1.52,18.91
2.0,-1.16,-1,8.67,10.46,-9.17
1.17,-2.07,1,14.05,1.66,5.73
3.03,-1.96,0,-0.23,13.06,61.31
2.88,-1.34,0,-6.33,15.8,88.24
2.7,-1.88,1,-3.28,14.89,104.28
1.73,-2.47,1,10.82,3.99,14.9
0.38,-1.3,1,17.72,-2.41,4.58
2.56,-2.43,1,4.08,11.08,64.74
1.83,-1.48,1,6.31,16.0,77.35
2.41,-1.72,1,-0.64,16.08,96.83
0.48,-1.96,-1,1.32,-8.04,-142.09
2.0,-0.8,1,-4.5,18.55,126.05
2.49,-2.85,-1,2.45,-5.07,-77.92
0.93,-2.33,1,11.82,-4.01,-22.92
1.79,-1.46,0,11.72,11.37,18.91
1.36,-1.83,1,13.75,7.21,30.37
0.52,-0.98,-1,13.12,-6.59,-83.65
0.3,-1.56,1,15.59,-6.4,-14.9
0.43,-3.08,-1,-5.92,3.02,-209.13
1.15,-1.65,-1,9.5,-3.95,-85.94
0.04,-2.78,-1,-5.23,1.49,-214.29
0.14,-1.74,0,6.52,-13.02,-91.67
1.74,-0.73,1,-0.43,19.16,115.16
3.04,-1.02,-1,-6.34,12.98,58.44
2.23,-1.22,1,-3.54,17.8,115.16
1.45,-0.65,-1,12.58,10.58,-11.46
1.53,-0.54,0,7.97,18.7,56.72
2.89,-2.22,-1,5.33,3.82,-18.91
1.57,-2.3,-1,4.11,-4.58,-99.12
2.54,-2.01,-2,0.97,0.54,-84.22
1.65,-0.23,-1,6.89,16.75,24.06
2.24,-1.67,0,7.44,13.05,32.66
2.1,-0.51,0,-3.8,20.04,91.1
0.55,-2.76,0,-2.38,-7.58,-126.62
0.22,-2.48,-1,-4.57,-3.05,-186.78
2.16,-1.81,1,4.22,15.05,77.35
2.6,-0.51,1,-16.46,10.05,177.04
3.07,-0.96,-1,-7.46,12.78,63.6
0.99,-1.29,2,9.63,10.73,97.4
2.52,-1.46,-1,4.72,10.6,3.44
2.7,-1.35,1,-9.71,14.8,134.65
0.5,-2.64,-1,-4.63,-2.55,-179.91
2.6,-2.21,-1,6.21,2.26,-34.95
2.89,-2.97,1,4.44,6.75,52.71
0.83,-1.48,-1,9.74,-6.05,-94.54
1.86,-1.37,1,4.74,16.98,85.37
1.63,-1.72,-1,9.79,0.15,-62.45
1.19,-2.15,1,13.61,1.04,2.29
1.51,-0.55,0,8.45,18.46,55.0
1.91,-1.09,0,7.22,16.84,46.98
0.33,-0.73,-1,14.26,-7.36,-80.21
2.68,-2.53,-1,5.27,-1.1,-48.7
2.36,-1.98,1,2.86,14.4,79.07
1.52,-0.99,1,6.68,17.52,87.66
3.01,-1.64,0,-4.15,14.64,78.5
2.81,-1.18,-1,-1.38,13.39,36.1
2.83,-1.22,-1,-1.2,13.15,34.95
0.87,-1.14,0,18.01,1.62,-15.47
0.29,-2.33,0,0.38,-10.49,-116.88
2.11,-0.19,0,-8.38,19.16,110.01
2.89,-1.82,1,-6.77,14.03,118.6
0.05,-1.83,1,10.51,-11.42,-44.69
2.34,-1.23,-1,5.2,12.07,6.3
2.32,-0.2,-1,-5.37,17.4,64.17
0.72,-3.06,0,-4.48,-5.44,-134.07
0.82,-1.33,0,16.99,-1.72,-29.22
2.21,-0.2,1,-14.09,12.87,172.46
2.28,-2.34,1,6.56,10.55,53.86
0.37,-0.6,-1,15.68,-5.66,-70.47
1.79,-0.95,0,7.82,17.26,48.13
0.11,-1.58,1,13.9,-9.37,-26.93
2.39,-0.93,-1,1.93,14.84,26.36
2.58,-0.8,0,-8.83,17.42,101.99
2.56,-2.94,0,7.15,-1.35,-21.77
1.56,-2.89,0,3.41,-6.6,-76.2
2.13,-2.14,1,7.13,11.72,56.72
1.8,-1.3,0,10.7,13.53,28.65
2.91,-1.14,0,-9.58,15.33,101.41
1.27,-1.86,1,14.31,5.58,23.49
1.39,-2.61,-1,-0.57,-5.26,-127.2
1.29,-1.95,-1,6.85,-4.54,-95.11
0.28,-0.05,0,20.36,5.13,13.18
2.16,-2.17,0,10.11,5.68,-0.57
0.29,-2.83,1,1.15,-8.96,-88.24
1.86,-1.29,0,9.79,14.26,32.66
0.68,-1.67,-1,6.43,-7.84,-114.02
1.94,-1.35,1,3.16,17.42,91.1
0.57,-1.78,-1,4.19,-8.39,-126.62
0.23,-1.07,-1,9.63,-10.36,-105.42
1.11,-1.95,-1,5.92,-5.69,-105.42
2.46,-0.77,-1,-0.87,15.82,39.53
3.0,-0.08,0,-20.59,4.06,167.3
2.47,-1.11,0,-2.55,18.05,77.92
0.85,-2.12,0,8.77,-8.11,-72.77
0.28,-2.59,-1,-4.89,-2.07,-189.65
0.07,-1.34,-1,4.55,-11.55,-130.06
0.93,-3.1,1,2.97,-6.61,-67.04
1.06,-1.88,0,12.97,-4.13,-46.98
1.76,-2.91,0,4.4,-5.9,-65.89
0.28,-1.54,0,11.01,-11.39,-72.19
2.99,-2.15,1,-4.11,13.02,105.42
0.05,-2.66,1,0.68,-10.19,-92.25
3.02,-0.13,1,-18.86,-2.17,222.88
3.04,-0.53,-1,-12.19,11.83,86.52
0.56,-2.75,-1,-5.12,-1.64,-182.77
2.76,-1.24,2,-12.65,7.01,201.68
0.27,-1.11,1,18.33,-2.23,9.17
0.22,-1.24,-1,7.46,-10.74,-115.74
2.43,-2.7,-1,3.52,-3.98,-72.77
1.85,-0.57,0,2.08,20.14,73.34
2.41,-2.87,-1,1.84,-5.39,-83.65
1.32,-1.63,0,15.07,2.51,-17.76
2.59,-1.33,0,-1.68,17.0,72.19
1.82,-0.63,-1,7.75,14.6,10.89
1.76,-0.6,-1,8.39,14.41,9.17
0.65,-1.39,-1,9.56,-7.38,-99.69
1.12,-1.48,-1,11.07,-3.01,-77.92
2.31,-2.01,-1,7.33,2.73,-40.11
3.13,-2.37,1,-3.24,11.78,100.84
0.2,-2.66,1,2.2,-9.98,-83.65
2.99,-2.77,-1,4.89,-2.34,-44.69
0.44,-3.11,0,-6.14,-3.38,-152.98
1.65,-1.93,0,12.9,3.11,-16.04
1.49,-1.87,0,13.57,1.78,-21.77
1.87,-0.83,1,-1.69,18.97,116.88
2.48,-1.63,1,-2.83,16.29,106.0
1.35,-2.57,-1,-0.29,-5.32,-127.2
0.57,-2.63,-1,-4.37,-2.97,-175.33
2.6,-0.76,1,-14.54,12.44,162.72
2.92,-3.08,-1,2.88,-5.99,-66.46
3.11,-0.78,0,-16.63,10.38,133.5
2.3,-2.67,-1,3.26,-4.17,-78.5
1.68,-1.33,0,12.39,11.76,20.05
2.45,-0.47,1,-15.09,12.01,170.74
3.02,-2.43,-1,5.29,1.95,-23.49
3.05,-1.95,1,-7.33,12.92,120.32
2.41,-0.13,0,-14.33,15.3,130.63
2.9,-1.52,1,-10.54,13.38,136.36
2.7,-2.22,2,-5.64,10.52,142.09
0.64,-2.36,1,9.84,-7.36,-41.25
3.01,-2.94,-1,4.23,-4.2,-53.29
0.43,-2.14,2,12.1,-2.01,16.62
0.19,-2.7,-1,-5.31,-0.29,-201.11
2.47,-1.27,0,-0.41,17.4,68.75
2.81,-2.89,2,-2.04,8.3,110.01
2.89,-2.39,0,5.51,8.45,28.65
1.07,-1.7,-1,8.6,-4.97,-93.39
2.26,-0.8,1,-9.11,16.77,140.95
0.87,-1.86,-1,5.51,-6.9,-114.02
0.8,-2.45,0,3.77,-8.93,-94.54
1.35,-1.82,-1,8.48,-3.3,-84.22
2.02,-2.41,1,9.17,7.65,34.95
1.23,-1.74,1,14.63,6.47,28.07
2.14,-2.43,0,9.64,1.89,-16.62
2.13,-0.12,-1,-2.97,18.2,57.87
1.01,-2.51,0,4.71,-8.04,-85.94
0.69,-0.98,1,17.41,7.02,40.68
0.53,-1.85,1,14.42,-5.44,-18.33
3.04,-2.48,-1,5.3,1.45,-25.21
0.93,-0.6,0,17.43,10.15,18.91
1.88,-1.38,1,4.51,17.01,85.94
1.25,-2.41,1,11.91,-0.89,-9.17
1.69,-1.41,-1,11.16,4.27,-41.25
0.62,-0.6,1,16.36,10.17,58.44
0.47,-0.98,-1,12.78,-7.23,-86.52
2.39,-1.34,1,-4.86,17.06,117.46
0.87,-2.78,1,6.48,-6.78,-52.14
2.1,-0.49,-1,1.93,17.05,34.95
2.15,-2.14,1,6.89,11.86,57.87
2.23,-1.46,0,5.76,15.28,44.12
0.66,-1.63,-1,6.77,-7.93,-112.87
1.18,-0.35,-1,14.29,10.45,-9.74
0.14,-1.18,1,17.47,-5.34,-2.29
0.71,-0.97,-1,14.21,-3.9,-72.19
1.56,-1.04,0,12.23,13.96,29.79
1.69,-0.83,1,1.74,18.96,106.57
1.9,-2.27,0,10.79,1.56,-21.2
2.74,-0.13,0,-18.51,9.83,149.54
1.23,-1.69,0,14.88,0.38,-26.36
1.33,-2.39,1,12.08,0.27,-3.44
2.9,-1.12,-1,-3.27,13.45,44.69
2.08,-2.29,-1,5.9,-1.9,-69.33
2.04,-2.43,0,9.78,0.92,-22.35
1.58,-0.76,1,2.98,18.9,104.28
0.42,-1.94,-1,1.06,-8.21,-144.39
1.21,-2.94,-1,-5.05,-3.16,-156.42
2.24,-1.98,-1,7.59,2.57,-42.4
0.25,-1.57,1,15.16,-7.25,-18.33
1.5,-0.66,1,3.31,18.94,105.42
2.79,-1.95,0,2.77,12.84,48.13
2.93,-0.03,1,-18.72,-1.67,223.45
2.31,-0.79,-1,1.71,15.64,29.79
0.89,-1.28,1,16.62,6.79,34.95
0.42,-1.14,0,16.92,-6.38,-41.25
0.35,-1.27,1,17.79,-2.61,4.58
2.14,-1.23,1,-1.81,18.02,109.43
1.75,-2.28,1,11.03,6.52,26.93
1.67,-0.77,-1,10.62,11.75,-5.73
0.82,-1.83,-1,5.52,-7.15,-115.16
1.0,-0.16,0,13.13,16.32,48.13
2.56,-2.08,2,-5.16,11.38,142.09
0.56,-2.23,1,10.72,-7.59,-38.39
2.85,-2.09,0,3.44,11.66,43.54
2.28,-0.1,0,-12.57,16.79,124.9
1.78,-0.67,0,4.77,19.39,63.6
0.33,-0.95,0,18.02,-5.87,-35.52
2.21,-0.43,0,-7.08,19.31,101.99
1.51,-2.72,1,9.74,-1.02,-12.03
2.02,-1.91,-1,8.32,1.63,-50.99
1.68,-2.53,-1,1.93,-5.03,-106.0
1.88,-0.29,1,-8.23,17.34,148.4
0.16,-2.7,0,-4.63,-6.81,-145.53
0.61,-0.13,0,18.16,10.47,27.5
0.64,-0.44,1,15.01,12.1,68.75
0.43,-1.98,0,6.65,-11.08,-88.81
2.5,-0.26,1,-16.92,8.99,185.64
1.3,-0.77,-1,14.15,7.11,-26.93
0.55,-1.25,1,18.01,1.22,17.19
1.05,-1.68,1,15.67,4.48,21.2
0.23,-2.25,1,7.44,-10.67,-58.44
2.11,-0.89,0,1.22,19.15,69.9
1.1,-2.26,-1,2.08,-6.0,-123.76
2.38,-2.31,1,5.28,11.46,61.31
2.47,-3.0,0,6.6,-2.72,-30.37
2.34,-2.57,0,8.76,1.84,-13.18
1.13,-0.57,1,8.99,17.05,89.38
1.4,-3.14,0,-1.17,-6.9,-99.69
2.52,-2.78,-1,3.21,-4.39,-72.19
1.0,-2.14,0,9.63,-6.83,-65.32
1.64,-0.7,1,1.12,19.16,111.15
2.82,-1.66,0,-1.05,15.05,66.46
1.09,-1.3,0,16.93,3.29,-12.03
0.73,-2.53,0,2.04,-8.97,-103.13
1.54,-1.04,0,12.5,13.71,28.65
3.11,-0.5,1,-19.28,0.61,206.84
3.12,-2.44,1,-2.32,11.51,96.26
2.82,-1.63,0,-1.44,15.21,68.18
0.59,-0.1,1,12.56,14.17,85.37
2.43,-2.25,-1,6.36,0.71,-46.98
2.76,-3.04,0,6.96,-1.26,-16.04
1.69,-0.7,-1,10.01,12.73,-0.57
0.68,-2.51,0,1.85,-9.13,-104.85
1.46,-0.33,2,-3.24,13.37,179.34
0.2,-3.11,-1,-4.99,4.65,-224.03
2.66,-1.16,2,-12.26,7.77,200.54
1.68,-2.51,1,10.86,2.98,9.74
0.83,-0.6,0,18.36,8.36,13.18
2.27,-2.11,0,9.32,7.59,9.17
2.16,-1.27,-1,7.47,10.49,-6.3
2.61,-2.89,0,7.42,-0.32,-16.04
1.11,-0.29,0,12.66,16.51,46.98
3.02,-2.92,0,6.98,2.25,5.73
0.07,-2.58,1,1.76,-10.63,-86.52
3.08,-1.62,0,-5.44,14.35,83.65
0.12,-0.26,0,20.81,-1.12,-8.02
1.81,-2.6,-2,-3.3,-0.58,-159.86
2.01,-0.74,1,-5.41,18.38,130.06
0.9,-1.91,1,15.07,-0.51,-0.57
1.85,-0.44,0,0.31,20.55,80.79
3.03,-0.53,0,-18.17,9.16,143.24
0.24,-1.18,0,15.06,-9.64,-53.86
1.5,-1.42,0,14.45,8.1,4.58
0.36,-2.96,1,0.35,-8.14,-91.67
0.3,-1.23,0,15.06,-9.15,-53.29
2.06,-0.04,-1,-2.67,18.45,58.44
0.75,-2.37,1,10.47,-6.29,-35.52
3.06,-1.26,-1,-3.69,12.41,45.84
1.31,-1.11,1,11.2,14.68,68.75
2.78,-1.65,1,-7.27,14.74,122.04
0.46,-1.58,0,12.37,-9.49,-64.17
1.72,-2.39,0,9.93,-1.77,-38.39
0.76,-0.37,1,12.81,14.37,79.64
1.37,-0.15,1,-0.43,19.01,127.2
1.12,-0.26,-1,14.55,10.63,-8.02
1.58,-0.46,0,6.04,19.6,64.17
2.62,-2.35,-1,5.89,0.69,-41.83
0.59,-0.41,2,8.7,10.89,124.9
1.66,-1.38,1,8.11,15.61,73.34
1.96,-2.2,0,10.94,3.15,-13.75
1.11,-0.64,-1,15.39,5.9,-30.37
1.92,-0.2,1,-9.82,16.36,155.84
1.59,-1.14,1,7.01,16.99,83.08
0.97,-3.02,-1,-6.24,-1.08,-174.75
1.51,-2.67,0,6.02,-5.85,-66.46
1.51,-1.68,2,5.53,12.57,104.85
0.59,-0.47,0,19.72,5.57,6.88
0.91,-2.64,0,2.08,-8.3,-99.12
0.22,-0.21,1,17.55,7.53,57.87
2.41,-0.43,1,-14.9,12.22,170.74
2.07,-2.26,0,10.4,3.5,-10.89
2.28,-1.72,-1,7.71,6.05,-25.21
0.77,-1.44,-1,9.82,-6.44,-95.68
0.01,-1.59,-2,0.6,-3.96,-205.12
1.87,-2.93,0,4.78,-5.52,-60.73
1.26,-1.87,1,14.35,5.32,22.35
2.14,-1.2,-1,7.34,11.13,-3.44
0.88,-2.77,1,6.67,-6.69,-50.99
0.07,-0.34,0,20.48,-3.24,-15.47
0.31,-0.03,0,20.12,6.0,16.04
0.15,-1.64,-1,1.92,-10.18,-142.67
0.67,-2.49,-1,-2.88,-4.65,-161.57
2.79,-2.62,1,3.06,10.04,67.04
2.5,-1.71,0,4.25,14.13,45.26
1.08,-2.8,-1,-4.13,-3.61,-155.84
1.1,-0.17,1,4.9,18.4,110.58
1.7,-1.05,-1,11.25,8.78,-20.05
2.76,-0.28,-1,-11.38,13.88,84.8
1.78,-2.71,1,9.71,1.73,4.01
3.13,-1.61,0,-6.29,14.06,87.09
2.41,-2.52,0,8.71,3.14,-6.3
2.79,-0.58,1,-17.73,7.55,183.92
2.93,-2.53,-1,5.38,0.24,-34.38
1.74,-1.23,1,5.36,17.3,86.52
2.82,-0.14,-1,-13.67,12.29,96.26
2.12,-0.92,-1,5.74,13.89,11.46
0.83,-2.58,-1,-2.99,-4.39,-157.56
2.08,-0.8,-1,5.32,14.75,16.04
2.67,-2.45,1,3.0,11.28,69.9
2.94,-2.64,-1,5.18,-1.04,-40.11
1.09,-2.05,-1,4.6,-6.0,-112.3
1.54,-2.39,0,9.46,-3.52,-48.7
0.4,-2.0,-1,0.24,-7.88,-148.97
2.88,-2.39,-1,5.52,1.69,-29.22
2.52,-0.6,0,-10.48,17.23,110.01
0.67,-1.02,-1,13.6,-4.88,-77.35
0.2,-1.84,-1,0.24,-8.96,-151.26
1.92,-2.08,0,11.43,4.35,-9.17
1.94,-1.5,-1,9.74,5.79,-32.09
1.45,-2.83,0,3.5,-6.8,-79.07
2.25,-2.52,0,9.1,1.71,-15.47
1.42,-2.11,0,11.85,-1.99,-39.53
1.65,-2.97,0,2.92,-6.58,-75.63
2.51,-1.48,1,-5.15,16.41,116.31
1.4,-2.25,-1,3.88,-5.09,-106.0
1.17,-3.03,1,5.3,-5.57,-49.27
0.24,-0.77,0,18.88,-5.41,-30.37
1.22,-3.13,0,-2.25,-6.63,-109.43
2.94,-2.33,-1,5.35,2.75,-22.35
2.74,-0.31,-1,-10.76,14.24,81.93
0.68,-0.53,0,19.29,6.49,8.59
1.69,-1.71,1,10.07,12.62,56.15
1.43,-0.83,0,12.54,14.84,34.38
0.32,-1.84,0,7.36,-11.78,-87.09
1.22,-2.91,0,0.74,-7.33,-96.83
0.61,-1.04,0,18.46,-1.83,-24.64
2.0,-0.62,0,-0.26,20.11,79.07
0.7,-0.32,1,13.18,13.98,79.07
1.8,-1.02,0,8.36,16.66,44.69
1.4,-1.27,1,11.12,14.14,64.74
0.34,-2.67,0,-3.04,-7.82,-133.5
0.82,-2.44,0,4.09,-8.87,-92.82
0.91,-1.44,-1,10.62,-5.01,-87.66
1.42,-0.34,0,7.65,19.27,61.88
1.4,-0.98,-1,13.44,5.92,-33.23
1.6,-1.5,1,9.94,13.93,63.03
0.77,-2.4,0,4.2,-9.1,-93.39
0.13,-1.0,-1,9.39,-11.13,-107.14
1.03,-1.45,-1,11.05,-3.77,-81.36
2.09,-2.17,0,10.48,4.96,-4.58
2.0,-0.66,0,0.29,19.99,76.78
3.06,-1.49,1,-12.86,11.36,147.25
1.78,-1.6,-1,10.21,2.98,-46.98
0.45,-0.04,1,13.84,12.74,80.79
2.31,-1.57,-1,7.22,8.09,-14.9
